indice_tiempo,isac_articulos_sanitarios_de_ceramica,isac_asfalto,isac_cales,isac_cemento_portland,isac_hierro_redondo_y_aceros_para_la_construccion,isac_hormigon_elaborado,isac_ladrillos_huecos,isac_mosaicos_graniticos_y_calcareos,isac_pinturas_para_construccion,isac_pisos_y_revestimientos_ceramicos,isac_placas_de_yeso,isac_yeso,isac_resto
2022-04-01,134.81748981211425,131.74779999253784,165.059430853352,205.70410687778326,197.87207810863853,207.28722153827056,314.3422373071344,171.76851884416334,116.84686638186777,147.73383212777875,438.29576524548554,250.89943163503992,137.37647482008344
2022-05-01,126.54842502949126,128.2606535794428,171.24841705164627,215.33894111825828,207.94274465261338,237.36579154391316,328.23348336248796,179.32701542323957,109.38590853680468,137.60211761650177,434.38938718925675,237.2416538782323,138.6951957056094
2022-06-01,120.59582511568688,112.44276249513628,164.3832181288863,218.51875309252847,206.27355205402432,246.47104280380486,313.2278847679901,176.87352727135,109.78075139234835,152.89035973179585,445.4111772068722,245.37602081652219,141.45199860282884
2022-07-01,134.86210984969924,101.19981024769073,178.41370608574152,226.9965363681346,211.76160540554457,242.70042544646452,296.94703705108935,189.403928719257,132.3804766214763,174.65674987135662,509.3945832278795,256.2569642997771,143.58699891822394
2022-08-01,151.86266497056621,116.27872268979229,187.30799703095715,242.7772389905987,205.08933110464133,274.4042104989293,326.6918992090616,189.48427781850842,135.4441010381902,180.80169937444646,545.9602367582922,278.1762885385632,156.69303209257842
2022-09-01,139.95928078698697,112.44423360854525,183.62225047266526,240.05561603166748,205.9553681918875,262.6048432664918,317.30851245620664,196.04264724581145,140.20270268054475,173.43955334911243,522.0607389337852,258.4893482324626,146.43346441511315
2022-10-01,129.7023953631953,99.79905443652626,167.74481098737706,223.95032162295894,200.90847076780057,237.4023132303586,313.98261058757345,181.2622811028117,127.05662659377714,142.83076881548865,446.02654404642345,240.80200690970042,156.8706680281777
2022-11-01,119.93704017328936,118.04086070794668,162.55786917641834,226.4469074715487,191.521202544235,258.0748709528682,298.12843766064776,192.84868938986085,136.23928665590245,138.71990087592627,431.5571046147086,239.1437647253464,160.339448259717
2022-12-01,97.08277240481749,85.68915800077819,127.59312675832778,184.59376546264227,167.53221806781255,209.24063822679847,234.93619149352244,177.89177760884328,120.80898295661898,109.29179364278305,362.71426983128896,190.5135001912444,151.49885127762
2023-01-01,85.57288681743755,100.2595768949913,139.00875377572729,189.65462642256307,187.12282997099754,205.1776006097429,231.5222873624028,172.98853469755463,119.37979001616893,99.8403162218747,434.7981881087147,244.34183754236716,139.5896632525083
2023-02-01,96.24885547846812,103.23698251187285,126.86860787420291,177.32568035625928,186.91092684607352,201.43881634396647,221.2680422385325,175.2113154256744,97.94636872827579,100.19217659820595,361.32818908869694,191.18397046588106,135.10928003051797
2023-03-01,107.79603900301953,140.68641298843897,159.39303586542925,220.4668975754577,201.00860296745208,246.37776444247797,276.548944982113,207.36443673117137,133.05775003873376,128.2572368780427,457.32198078943924,236.47790242428712,171.3047977838285
2023-04-01,102.02658263976974,120.55230714289522,153.17234095931582,203.58198911429986,197.5793740805075,224.48942939037778,251.93656606836393,217.59229189718562,119.38229169098756,130.31296529414945,430.85568102322947,214.25648631773177,148.8964319790493
2023-05-01,131.3455412601178,115.96211349959758,156.40495438992195,212.19396338446313,190.6807885247186,241.50063869310134,278.7413358306851,217.54291372346387,112.14369773697193,140.4314908279491,473.206541241212,223.26579781737502,155.30934395005912
