indice_tiempo,ventas_precios_corrientes,ventas_precios_constantes,ventas_totales_canal_venta,salon_ventas,canales_on_line,ventas_totales_medio_pago,efectivo,tarjetas_debito,tarjetas_credito,otros_medios,ventas_totales_grupo_articulos,subtotal_ventas_alimentos_bebidas,bebidas,almacen,panaderia,lacteos,carnes,verduleria_fruteria,alimentos_preparados_rotiseria,articulos_limpieza_perfumeria,indumentaria_calzado_textiles_hogar,electronicos_articulos_hogar,otros
2021-11-01,141701.96065865096,25026.615284791493,141701960.658653,135950778.84937298,5751181.80928,141701960.658653,43762928.14926002,39925207.44942003,50752243.390599996,7261581.669369999,141701960.658653,95609863.77264799,18180428.40525102,36354580.021516986,4509964.850233999,14720418.135491997,15761449.149065994,4869397.981329998,1213625.2297580007,18664160.81802101,3209173.0829959996,12754368.885413006,11464394.099573001
2021-12-01,183983.15187992307,31596.63098218947,183983151.87992013,178866721.2456501,5116430.63427,183983151.87992013,56640033.147035964,55432191.368078016,62999676.15227599,8911251.21253,183983151.87992013,128135286.60895704,31992432.645506006,45299912.364783004,5859939.040923003,16175223.818706999,21265049.446353,5863700.607899003,1679028.6847859998,21753939.727032006,4759532.633839998,12669269.758663997,16665123.151429994
2022-01-01,154517.09418196804,25464.131520078306,154517094.1819681,149697614.62836808,4819479.553599999,154517094.1819681,46962602.2164548,46053650.12931095,54048333.11802423,7452508.718179998,154517094.1819681,103783610.34211603,20364496.47904901,37585681.43685602,4860317.679926999,16024257.392035004,17408486.728431,6138441.197065,1401929.4287530005,21330213.29316198,3782646.2193910005,12187552.347016001,13433071.980282998
2022-02-01,152202.57339011703,23803.20202289494,152202573.39011797,148406529.31365797,3796044.07646,152202573.39011797,46290956.20918649,45283575.24733588,53705893.17447563,6922148.759119999,152202573.39011797,105530494.04134102,20067560.91070901,38309789.320461005,5045920.420570998,16039817.802111994,18260738.307156995,6436027.691499002,1370639.5888319996,20305446.862753984,3875499.176168,9189746.139228,13301387.170626
2022-03-01,168982.50227879308,24612.901369363753,168982502.27879015,164321074.85165015,4661427.42714,168982502.27879015,51262080.993980005,47364363.87904,62416016.53691001,7940040.868859998,168982502.27879015,118823011.68860306,19759206.705630008,45484393.791690014,5922819.508782998,18353630.329650022,20827602.019110005,6886240.028899998,1589119.3048399999,22942013.091679998,3912852.4257199997,10898787.98983,12405837.082959997
2022-04-01,177192.28872404504,24147.436097004895,177192288.72404,173047715.34078,4144573.3832600005,177192288.72404,53225357.006129995,50071794.27383999,65527183.03321,8367954.410869999,177192288.72404,127801129.56661603,20648166.679202996,50129507.36877402,6720234.981807,19209369.323476,22867104.06817701,6510828.332191996,1715918.812987,23135401.469793994,4224451.169879001,10084202.232283993,11947104.285472
2022-05-01,179641.5687331929,23234.77377354882,179641568.73318994,175360239.53115994,4281329.20203,179641568.73318994,52738547.90800003,49886818.12474002,68085697.64074002,8930505.059710002,179641568.73318994,126430615.90144806,18584526.54364201,50253932.79748004,6667406.176570003,20021494.178525,22841361.459609006,6282411.8887760015,1779482.8568459994,23580006.796904,5211100.628950998,12039595.551512005,12380249.854377998
2022-06-01,196114.52481693198,24144.358858783595,196114524.8169319,189510268.1663519,6604256.65058,196114524.8169319,57393670.090090156,56360188.831809916,74521224.65406194,7839441.240970001,196114524.8169319,136919235.10753006,20626468.80759402,55379842.94637301,7211046.254094999,21343950.79115,24001843.363753002,6484385.786924998,1871697.15764,24942763.324251,6343019.158364001,14227174.861618998,13682332.365167998
2022-07-01,228215.34473119714,26090.25557801412,228215344.73119715,220952507.14078715,7262837.590410001,228215344.73119715,66584224.03012287,68810894.09934743,83375854.5280367,9444372.07369,228215344.73119715,157121349.19250503,24920742.696632996,64457492.51580001,8106815.291278004,23852050.928240012,26245558.340151,7416452.310887001,2122237.109516,29661826.55732899,6649201.806195998,17852376.743120003,16930590.432047006
2022-08-01,225508.10913560193,23930.705836021916,225508109.13560194,218261209.60020193,7246899.5353999995,225508109.13560194,67237455.23950575,67647795.4278892,81596108.36881703,9026750.09939,225508109.13560194,158381326.540578,25138325.30575099,62965522.00274701,8437659.493218997,25004727.48193799,26159930.467330016,8458193.060855001,2216968.728737999,29701525.899293,4892813.351254001,13650491.027913,18881952.316564012
2022-09-01,232153.1572245599,23136.67558390528,232153157.22455993,223841299.55893993,8311857.66562,232153157.22455993,67655236.95258002,70306447.45933998,85277979.17786,8913493.63478,232153157.22455993,165204479.442474,27206602.00327099,65355242.022342004,8586483.071666004,25955029.691804986,26557975.69872798,9223533.825968998,2319613.128693,31549797.519793008,4467042.800069,14640939.563531,16290897.898693005
