indice_tiempo,emae_original,emae_desestacionalizada,emae_tendencia_ciclo,emae_original_via,emae_desestacionalizada_vm,emae_tendencia_ciclo_vm
2013-10-01,148.6939593959755,148.93072231109963,147.87223024836297,0.009934412121033204,-0.0086213449451364,-0.0022580672814261505
2013-11-01,145.69589762827002,148.08893371995023,147.46191785240075,-0.004628805978500168,-0.005652215863097752,-0.002774776543730155
2013-12-01,142.5768791271264,147.1506051994106,146.99043774504904,-0.0070214755337273975,-0.006336250096270532,-0.003197300796152831
2014-01-01,137.96969739537636,145.5734175033671,146.47713521438018,0.010640614766435021,-0.010718186948033122,-0.003492081107746401
2014-02-01,132.48630687243056,146.75740912573065,145.94428979353484,-0.002327002848835207,0.00813329550593366,-0.0036377378630835723
2014-03-01,144.53782808347017,145.09285761349716,145.4194763482334,-0.03257020798318578,-0.01134219745462687,-0.0035959847832613434
2014-04-01,152.34143546147135,144.99880330416,144.93722494891298,-0.023086594443747117,-0.0006482352810756708,-0.0033162779252867837
2014-05-01,164.20324390256107,145.23268604666728,144.53021600908133,-0.022445419596380845,0.0016129977432757414,-0.0028081739523791783
2014-06-01,153.80352402990053,144.67522853149185,144.22696579754137,-0.015795168307101193,-0.0038383750266541483,-0.0020981786363684306
2014-07-01,145.42281373408593,144.1405882902625,144.05262247681,-0.035216296040318014,-0.003695451160894265,-0.0012088122340180973
2014-08-01,140.10530396605887,143.6831534414343,144.02455965124076,-0.05603061815356199,-0.0031735325507831645,-0.00019480954311518417
2014-09-01,141.71873319955728,143.52467343532228,144.1525458334771,-0.03595875372522471,-0.0011029825161557483,0.0008886413716260222
2014-10-01,143.3493974176129,143.9875529927806,144.4371764420486,-0.03594336985895921,0.0032250869929126226,0.0019745097592678462
2014-11-01,140.8775968982631,144.75435534130784,144.86414051706717,-0.033070943028885864,0.00532547663037036,0.0029560538743282905
2014-12-01,140.4359377491282,144.831093319875,145.40956859140726,-0.015016048822960214,0.0005301255246257597,0.003765100682565645
2015-01-01,133.99818907035032,144.4662371179074,146.04021187933412,-0.028785366642103866,-0.0025191842000513985,0.004337013678232751
2015-02-01,132.627886955774,147.91719110623785,146.71218266669933,0.0010686393687444706,0.02388761593834502,0.004601272339432257
2015-03-01,149.4090129833281,147.46574149047862,147.37714347087044,0.03370179948355684,-0.0030520429193046537,0.004532417090963463
2015-04-01,157.4845995373143,149.84462815427094,147.98702529657484,0.03376076942076395,0.01613179196570158,0.00413823888386716
2015-05-01,168.88610058983411,149.70690032356353,148.49708160160674,0.02851866123943239,-0.0009191375920771349,0.0034466285406421094
2015-06-01,162.93739000912225,150.55187330995048,148.8672765539907,0.059386584519650114,0.00564418196195831,0.002492944294872643
2015-07-01,151.8447963430633,150.60844691813227,149.06987455582347,0.044160764353798926,0.0003757748537962868,0.0013609303973483122
2015-08-01,146.46506720486232,150.19816975711342,149.09305386968782,0.045392737168209865,-0.0027241311454588414,0.0001554929453951104
2015-09-01,145.88232371860067,149.07512979645148,148.93870455802195,0.029379253010825012,-0.007477054896727537,-0.0010352548804907257
2015-10-01,147.04587615341626,149.42135634164472,148.6225381135393,0.02578649650709437,0.0023224970232524813,-0.0021227957193590895
2015-11-01,146.175581385648,148.47949672215708,148.17576065063682,0.03760700497475767,-0.0063033802031226575,-0.0030061218747398756
2015-12-01,141.9421187346255,146.96377189045444,147.63764204648797,0.010725039542142838,-0.010208310676988219,-0.0036316237000301043
2016-01-01,134.74645041349706,148.08302471470876,147.05131519247448,0.005584115340199816,0.007615841712939897,-0.003971391346313027
2016-02-01,134.2323610386252,146.72806104884475,146.46228321055554,0.012097561980960023,-0.009150026942483293,-0.004005621990853712
2016-03-01,150.0878942366954,145.89252567379927,145.91334018226482,0.004543777110976918,-0.005694448417520732,-0.0037480163237763975
2016-04-01,153.25067436662908,145.19422786889035,145.44065293658542,-0.026884693380333006,-0.004786385057657014,-0.0032395067174047654
2016-05-01,163.51360808690507,144.2935218929245,145.0704423789222,-0.031811336067122366,-0.006203455806653579,-0.0025454407016766824
2016-06-01,153.66209524099784,144.24695821509894,144.82184850662014,-0.05692551456485902,-0.0003227010971436073,-0.001713608011566663
2016-07-01,143.73110098180126,144.36345331567384,144.70284242069874,-0.053434135094960734,0.0008076087150563182,-0.0008217412438010285
2016-08-01,143.6741026486049,145.67530399056338,144.7158145474513,-0.01905549636865743,0.009087138363343001,8.964666163805645e-05
2016-09-01,142.00773744282046,145.15127249617157,144.85730132330522,-0.026559669307530953,-0.0035972569134007414,0.0009776870364611057
2016-10-01,141.1368632980814,145.1450608375192,145.11729029768324,-0.040184825374972345,-4.279437958459198e-05,0.0017947937176998607
2016-11-01,144.93832064073018,145.74251906616507,145.4804301775381,-0.008464209501952383,0.004116283566236518,0.002502388785718921
2016-12-01,142.59014516031914,147.05542467271295,145.9343342724359,0.004565427312700479,0.009008391065011096,0.0031200354188112554
2017-01-01,136.63265948314864,147.34063526573848,146.46416073760636,0.01399820970321187,0.0019394768582002087,0.0036305813009114727
2017-02-01,132.15851633981697,146.46289150998032,147.05427132389187,-0.01544966268016026,-0.005957241559160442,0.004029044261160353
2017-03-01,152.62095855907612,147.8856229951397,147.6866942368153,0.01687720608822701,0.009713938257612797,0.004300608933218264
2017-04-01,151.94634480454752,147.77615558258665,148.33957109681322,-0.00851108530172695,-0.0007402167319310315,0.0044206884267516955
2017-05-01,168.38920946939305,148.5971333624359,148.98453609546183,0.029817710217101164,0.00555554972053951,0.004347895803390678
2017-06-01,161.03568546936646,150.174627499695,149.58798128899215,0.047985745715650695,0.010615912309771769,0.004050388109700709
2017-07-01,150.3060501236467,150.27447094365198,150.11484233011663,0.04574479077202611,0.0006648489536436042,0.0035220813636533954
2017-08-01,149.25534277372583,150.3184713719464,150.5293724018889,0.03884652851301525,0.0002928004205779988,0.002761419626053252
2017-09-01,146.386559658142,151.26838032078513,150.79812670798384,0.030835095989644117,0.006319309531084061,0.0017853944503096741
2017-10-01,149.38594966725154,151.62408374858794,150.8945279175369,0.058447425969415434,0.0023514724428759237,0.0006392732566216086
2017-11-01,151.9260428525483,152.6536318509696,150.79817815388006,0.04821169571254472,0.006790135689055621,-0.000638523907967592
2017-12-01,146.7833849074657,152.4505999006668,150.50015625978835,0.029407640636258208,-0.0013300171626510204,-0.0019762963832864466
2018-01-01,142.74091260056875,151.9473203609755,150.00741323056775,0.044705659251062624,-0.0033012630978113576,-0.0032740366619290738
2018-02-01,138.81804034929527,151.88937085407667,149.34183811712623,0.050390426541675026,-0.00038137893291678715,-0.004436948142146124
2018-03-01,155.85731954373483,151.17923493449024,148.5376430680996,0.021205219880767512,-0.004675349667941364,-0.005384928022620805
2018-04-01,151.52454400932166,146.79977825287094,147.64211665269124,-0.0027759851398099222,-0.02896863900334612,-0.00602895264062997
2018-05-01,159.5666923886144,144.38360827817914,146.7097299026778,-0.05239360116113767,-0.016458948395206785,-0.006315181407259063
2018-06-01,151.12576319737875,143.03659572249828,145.79600342894443,-0.0615386722707052,-0.009329400835347057,-0.006228124571829641
2018-07-01,145.96352431506025,143.22866872962626,144.9511812680105,-0.028891224305436447,0.0013428242343003216,-0.0057945495148341575
2018-08-01,146.7659599856865,146.65809363818596,144.21944602988404,-0.016678684607044802,0.02394370442019156,-0.005048149533693591
2018-09-01,137.74656988204507,143.3216802127944,143.6296929010758,-0.059021742134482746,-0.022749603125366447,-0.004089276065351366
2018-10-01,142.84327650517398,143.7442358691289,143.19565407343092,-0.043797111954979595,0.002948302418078752,-0.003021929650325328
2018-11-01,140.59240754478944,141.70131072215764,142.91726378776804,-0.07459968742000811,-0.014212223082330833,-0.0019441252422376376
2018-12-01,136.25161522899572,141.90672821333263,142.78140544454618,-0.07175042110596741,0.0014496513132313815,-0.0009506083423456158
2019-01-01,134.5362374987588,142.89530650404623,142.7623598807615,-0.057479491705150106,0.006966394780291596,-0.0001333896646092958
2019-02-01,132.26788761878316,143.34881932123704,142.82448698043507,-0.047185169262082605,0.0031737418693871255,0.00043517843026319447
2019-03-01,144.9632583076391,141.19320129508074,142.92744760434573,-0.06989765554795624,-0.01503757084546109,0.0007208891562464625
2019-04-01,149.91623208311594,142.30052097634598,143.02966889653197,-0.010614200733755519,0.0078425849906969,0.0007151970730576718
2019-05-01,164.1357035777444,144.52687316117294,143.09351074040575,0.028633865380893297,0.015645425396559443,0.0004463538534789091
2019-06-01,150.85895655971322,143.65552932142296,143.0836948391945,-0.001765460977802058,-0.0060289399520757625,-6.859780824763906e-05
2019-07-01,146.77698126993818,145.48472899698658,142.9729289112037,0.005573015304303652,0.012733235429252865,-0.0007741338250685237
2019-08-01,141.2769142911286,145.00269986072334,142.74127021100867,-0.037399991763030105,-0.003313262770508474,-0.001620297646269142
2019-09-01,134.87713523977988,141.3269086579285,142.37910512107737,-0.02083126022464543,-0.025349812150570195,-0.0025372135850824096
2019-10-01,141.6395556955469,143.84488842623665,141.88840445291018,-0.00842686361638778,0.017816704491872448,-0.0034464373669851334
2019-11-01,137.77192201863707,140.8430308478703,141.2809704666945,-0.02006143557399309,-0.020868712202489537,-0.0042810685521329495
2019-12-01,135.76484309979577,140.36312012441087,140.582962622285,-0.0035725971276144852,-0.003407415479277698,-0.004940565187963819
2020-01-01,132.15799371437214,140.82227899288523,139.83107115339027,-0.01767734722333525,0.0032712215863210936,-0.005348382583989952
2020-02-01,129.6853287003524,140.33063462516063,139.0684636377868,-0.01952521481158087,-0.0034912399603292954,-0.005453777256464787
2020-03-01,129.44520383675123,125.58249177558308,138.33893961418175,-0.10704819036252389,-0.10509567557341659,-0.0052457904870880645
2020-04-01,111.93059575826265,104.75085597481761,137.6865583892169,-0.2533790757480714,-0.16588009607256216,-0.004715817735659211
2020-05-01,131.2478724210394,116.3487135226493,137.14661943211863,-0.20036975770556453,0.11071849905092757,-0.003921508122615491
2020-06-01,133.0934833505796,124.29840739263749,136.74404985388819,-0.11776213765671695,0.06832644409463651,-0.002935322648836336
2020-07-01,128.2428459508705,126.71049880543424,136.49235579186708,-0.12627412799137394,0.01940565018807816,-0.0018406216745082693
2020-08-01,125.13820169547371,129.34554620760687,136.39542227105105,-0.11423460567943844,0.020795809558123324,-0.0007101754545423278
2020-09-01,126.53017644374012,131.4295041668751,136.4458202107096,-0.06188564712025368,0.016111555599474192,0.00036949876190428554
2020-10-01,131.61629790237916,134.24179847429835,136.62931038693645,-0.07076595054218227,0.021397739611438427,0.0013447841490745738
2020-11-01,132.88317291425636,135.26700068222954,136.92938001799055,-0.03548436454068904,0.0076369820695412205,0.002196231761723011
2020-12-01,132.3092875858101,135.15272986341142,137.3290488355296,-0.02545250622390971,-0.0008447797189394812,0.002918795202947244
2021-01-01,129.61065817711574,140.0268481308886,137.81382526075143,-0.019274925909982144,0.03606377963954621,0.003530035555714184
2021-02-01,126.88272922991821,138.11357076248527,138.37272000578338,-0.021610767374540818,-0.013663646607362856,0.00405543307410916
2021-03-01,147.0580530592872,140.11190599102045,139.0000188963521,0.13606413138912643,0.014468782593216156,0.004533400012245892
2021-04-01,144.9098766861289,137.5617859215348,139.69302204354756,0.29464044843549164,-0.018200595098956662,0.004985633474713591
2021-05-01,150.49553181609917,136.77947524744974,140.44630432586058,0.14665121072068765,-0.005686976719910364,0.005392411670199326
2021-06-01,149.1342369382389,140.5651830741437,141.24705451610313,0.12052245672619888,0.02767745540655997,0.005701468572534729
2021-07-01,142.80562307656396,142.05683976587846,142.0801495016408,0.11355625351040954,0.01061185038223833,0.005898140590554268
2021-08-01,141.05767464521298,144.2168589712796,142.9253671900675,0.1272151328215474,0.01520531647023149,0.005948879497884807
2021-09-01,140.8471632212746,145.57647051084703,143.76022514501852,0.11315076908867126,0.009427549242617905,0.005841216093157131
2021-10-01,140.56649575196738,144.81760551297708,144.56204069069253,0.06800220027634163,-0.005212827287314981,0.0055774505421453124
2021-11-01,145.4651747370026,146.62958811900282,145.315067384649,0.09468468841321886,0.012512170737855266,0.005209020918345075
2021-12-01,146.02537775519198,148.40246206515695,146.01169408107938,0.10366687342705427,0.012090833568428883,0.004793905470149129
2022-01-01,136.32509073988433,147.19604076157933,146.65338564632563,0.051804632868950984,-0.00812938873647484,0.004394795699650844
2022-02-01,137.709015765262,148.84737045064205,147.24928386412742,0.0853251392135961,0.011218574090164912,0.004063310336652526
2022-03-01,153.69039666244342,147.6498532571415,147.8141410189529,0.04510017279014544,-0.008045269391558696,0.003836060454777579
2022-04-01,152.24012052213754,148.50295967079842,148.36933686738232,0.05058484627577009,0.005777902211465014,0.003756040150165507
