HORA,CANTIDAD,SENTIDO,LATITUD,LONGITUD
5/24/1922,809,Ingreso,-34.633299,-58.468594
5/25/1922,546,Ingreso,-34.633299,-58.468594
5/26/1922,375,Ingreso,-34.633299,-58.468594
5/27/1922,318,Ingreso,-34.633299,-58.468594
5/28/1922,316,Ingreso,-34.633299,-58.468594
5/29/1922,635,Ingreso,-34.633299,-58.468594
5/30/1922,1977,Ingreso,-34.633299,-58.468594
5/31/1922,396,Ingreso,-34.633299,-58.468594
6/1/1922,889,Ingreso,-34.633299,-58.468594
6/2/1922,3188,Ingreso,-34.633299,-58.468594
6/3/1922,5384,Ingreso,-34.633299,-58.468594
6/4/1922,6970,Ingreso,-34.633299,-58.468594
6/5/1922,7740,Ingreso,-34.633299,-58.468594
6/6/1922,7312,Ingreso,-34.633299,-58.468594
6/7/1922,7095,Ingreso,-34.633299,-58.468594
6/8/1922,7241,Ingreso,-34.633299,-58.468594
6/9/1922,7406,Ingreso,-34.633299,-58.468594
6/10/1922,8084,Ingreso,-34.633299,-58.468594
6/11/1922,7836,Ingreso,-34.633299,-58.468594
6/12/1922,7448,Ingreso,-34.633299,-58.468594
6/13/1922,6274,Ingreso,-34.633299,-58.468594
6/14/1922,6178,Ingreso,-34.633299,-58.468594
6/15/1922,5031,Ingreso,-34.633299,-58.468594
6/16/1922,3180,Ingreso,-34.633299,-58.468594
6/17/1922,2317,Ingreso,-34.633299,-58.468594
6/18/1922,1527,Ingreso,-34.633299,-58.468594
6/19/1922,3536,Ingreso,-34.633299,-58.468594
6/20/1922,5015,Ingreso,-34.633299,-58.468594
6/21/1922,6263,Ingreso,-34.633299,-58.468594
6/22/1922,6748,Ingreso,-34.633299,-58.468594
6/23/1922,6584,Ingreso,-34.633299,-58.468594
6/24/1922,7131,Ingreso,-34.633299,-58.468594
6/25/1922,7019,Ingreso,-34.633299,-58.468594
6/26/1922,7347,Ingreso,-34.633299,-58.468594
6/27/1922,7232,Ingreso,-34.633299,-58.468594
6/28/1922,6776,Ingreso,-34.633299,-58.468594
6/29/1922,6644,Ingreso,-34.633299,-58.468594
6/30/1922,6299,Ingreso,-34.633299,-58.468594
7/1/1922,5212,Ingreso,-34.633299,-58.468594
7/2/1922,3848,Ingreso,-34.633299,-58.468594
7/3/1922,2816,Ingreso,-34.633299,-58.468594
7/4/1922,1829,Ingreso,-34.633299,-58.468594
7/5/1922,2084,Ingreso,-34.633299,-58.468594
7/6/1922,1311,Ingreso,-34.633299,-58.468594
7/7/1922,959,Ingreso,-34.633299,-58.468594
7/8/1922,655,Ingreso,-34.633299,-58.468594
7/9/1922,422,Ingreso,-34.633299,-58.468594
7/10/1922,366,Ingreso,-34.633299,-58.468594
7/11/1922,301,Ingreso,-34.633299,-58.468594
7/12/1922,452,Ingreso,-34.633299,-58.468594
7/13/1922,1198,Ingreso,-34.633299,-58.468594
7/14/1922,1777,Ingreso,-34.633299,-58.468594
7/15/1922,2285,Ingreso,-34.633299,-58.468594
7/16/1922,3013,Ingreso,-34.633299,-58.468594
7/17/1922,3801,Ingreso,-34.633299,-58.468594
7/18/1922,4144,Ingreso,-34.633299,-58.468594
7/19/1922,4681,Ingreso,-34.633299,-58.468594
7/20/1922,4469,Ingreso,-34.633299,-58.468594
7/21/1922,4417,Ingreso,-34.633299,-58.468594
7/22/1922,4067,Ingreso,-34.633299,-58.468594
7/23/1922,3648,Ingreso,-34.633299,-58.468594
7/24/1922,3549,Ingreso,-34.633299,-58.468594
7/25/1922,3432,Ingreso,-34.633299,-58.468594
7/26/1922,3354,Ingreso,-34.633299,-58.468594
7/27/1922,3160,Ingreso,-34.633299,-58.468594
7/28/1922,737,Ingreso,-34.633299,-58.468594
7/29/1922,484,Ingreso,-34.633299,-58.468594
7/30/1922,329,Ingreso,-34.633299,-58.468594
7/31/1922,297,Ingreso,-34.633299,-58.468594
8/1/1922,241,Ingreso,-34.633299,-58.468594
8/2/1922,234,Ingreso,-34.633299,-58.468594
8/3/1922,533,Ingreso,-34.633299,-58.468594
8/4/1922,1575,Ingreso,-34.633299,-58.468594
8/5/1922,2992,Ingreso,-34.633299,-58.468594
8/6/1922,3967,Ingreso,-34.633299,-58.468594
8/7/1922,5238,Ingreso,-34.633299,-58.468594
8/8/1922,5141,Ingreso,-34.633299,-58.468594
8/9/1922,4852,Ingreso,-34.633299,-58.468594
8/10/1922,4804,Ingreso,-34.633299,-58.468594
8/11/1922,4528,Ingreso,-34.633299,-58.468594
8/12/1922,4438,Ingreso,-34.633299,-58.468594
8/13/1922,4494,Ingreso,-34.633299,-58.468594
8/14/1922,3994,Ingreso,-34.633299,-58.468594
8/15/1922,2335,Ingreso,-34.633299,-58.468594
8/16/1922,3628,Ingreso,-34.633299,-58.468594
8/17/1922,3470,Ingreso,-34.633299,-58.468594
8/18/1922,2829,Ingreso,-34.633299,-58.468594
8/19/1922,2110,Ingreso,-34.633299,-58.468594
8/20/1922,1424,Ingreso,-34.633299,-58.468594
8/21/1922,1050,Ingreso,-34.633299,-58.468594
8/22/1922,826,Ingreso,-34.633299,-58.468594
8/23/1922,619,Ingreso,-34.633299,-58.468594
8/24/1922,391,Ingreso,-34.633299,-58.468594
8/25/1922,242,Ingreso,-34.633299,-58.468594
8/26/1922,187,Ingreso,-34.633299,-58.468594
8/27/1922,254,Ingreso,-34.633299,-58.468594
8/28/1922,476,Ingreso,-34.633299,-58.468594
8/29/1922,1641,Ingreso,-34.633299,-58.468594
8/30/1922,2920,Ingreso,-34.633299,-58.468594
8/31/1922,3736,Ingreso,-34.633299,-58.468594
9/1/1922,4611,Ingreso,-34.633299,-58.468594
9/2/1922,5038,Ingreso,-34.633299,-58.468594
9/3/1922,4722,Ingreso,-34.633299,-58.468594
9/4/1922,4178,Ingreso,-34.633299,-58.468594
9/5/1922,4029,Ingreso,-34.633299,-58.468594
9/6/1922,4334,Ingreso,-34.633299,-58.468594
9/7/1922,3969,Ingreso,-34.633299,-58.468594
9/8/1922,3597,Ingreso,-34.633299,-58.468594
9/9/1922,3467,Ingreso,-34.633299,-58.468594
9/10/1922,3354,Ingreso,-34.633299,-58.468594
9/11/1922,2682,Ingreso,-34.633299,-58.468594
9/12/1922,1916,Ingreso,-34.633299,-58.468594
9/13/1922,1423,Ingreso,-34.633299,-58.468594
9/14/1922,997,Ingreso,-34.633299,-58.468594
9/15/1922,672,Ingreso,-34.633299,-58.468594
9/16/1922,469,Ingreso,-34.633299,-58.468594
9/17/1922,325,Ingreso,-34.633299,-58.468594
9/18/1922,285,Ingreso,-34.633299,-58.468594
9/19/1922,211,Ingreso,-34.633299,-58.468594
9/20/1922,234,Ingreso,-34.633299,-58.468594
9/21/1922,497,Ingreso,-34.633299,-58.468594
9/22/1922,1636,Ingreso,-34.633299,-58.468594
9/23/1922,2925,Ingreso,-34.633299,-58.468594
9/24/1922,4104,Ingreso,-34.633299,-58.468594
9/25/1922,4669,Ingreso,-34.633299,-58.468594
9/26/1922,4779,Ingreso,-34.633299,-58.468594
9/27/1922,4684,Ingreso,-34.633299,-58.468594
9/28/1922,4633,Ingreso,-34.633299,-58.468594
9/29/1922,4504,Ingreso,-34.633299,-58.468594
9/30/1922,4621,Ingreso,-34.633299,-58.468594
10/1/1922,4510,Ingreso,-34.633299,-58.468594
10/2/1922,4107,Ingreso,-34.633299,-58.468594
10/3/1922,3908,Ingreso,-34.633299,-58.468594
10/4/1922,3486,Ingreso,-34.633299,-58.468594
10/5/1922,2961,Ingreso,-34.633299,-58.468594
10/6/1922,2207,Ingreso,-34.633299,-58.468594
10/7/1922,1567,Ingreso,-34.633299,-58.468594
10/8/1922,2321,Ingreso,-34.633299,-58.468594
10/9/1922,2349,Ingreso,-34.633299,-58.468594
10/10/1922,2308,Ingreso,-34.633299,-58.468594
10/11/1922,2087,Ingreso,-34.633299,-58.468594
10/12/1922,1417,Ingreso,-34.633299,-58.468594
10/13/1922,3991,Ingreso,-34.633299,-58.468594
10/14/1922,3832,Ingreso,-34.633299,-58.468594
10/15/1922,1324,Ingreso,-34.633299,-58.468594
10/16/1922,1540,Ingreso,-34.633299,-58.468594
10/17/1922,940,Ingreso,-34.633299,-58.468594
10/18/1922,747,Ingreso,-34.633299,-58.468594
10/19/1922,630,Ingreso,-34.633299,-58.468594
10/20/1922,502,Ingreso,-34.633299,-58.468594
10/21/1922,309,Ingreso,-34.633299,-58.468594
10/22/1922,218,Ingreso,-34.633299,-58.468594
10/23/1922,242,Ingreso,-34.633299,-58.468594
10/24/1922,535,Ingreso,-34.633299,-58.468594
10/25/1922,610,Ingreso,-34.633299,-58.468594
10/26/1922,642,Ingreso,-34.633299,-58.468594
10/27/1922,733,Ingreso,-34.633299,-58.468594
10/28/1922,979,Ingreso,-34.633299,-58.468594
10/29/1922,1332,Ingreso,-34.633299,-58.468594
10/30/1922,1622,Ingreso,-34.633299,-58.468594
10/31/1922,883,Ingreso,-34.633299,-58.468594
11/1/1922,690,Ingreso,-34.633299,-58.468594
11/2/1922,577,Ingreso,-34.633299,-58.468594
11/3/1922,483,Ingreso,-34.633299,-58.468594
11/4/1922,364,Ingreso,-34.633299,-58.468594
11/5/1922,257,Ingreso,-34.633299,-58.468594
11/6/1922,241,Ingreso,-34.633299,-58.468594
11/7/1922,564,Ingreso,-34.633299,-58.468594
11/8/1922,761,Ingreso,-34.633299,-58.468594
11/9/1922,633,Ingreso,-34.633299,-58.468594
11/10/1922,716,Ingreso,-34.633299,-58.468594
11/11/1922,930,Ingreso,-34.633299,-58.468594
11/12/1922,1319,Ingreso,-34.633299,-58.468594
11/13/1922,1692,Ingreso,-34.633299,-58.468594
11/14/1922,2010,Ingreso,-34.633299,-58.468594
11/15/1922,1844,Ingreso,-34.633299,-58.468594
11/16/1922,1608,Ingreso,-34.633299,-58.468594
11/17/1922,1858,Ingreso,-34.633299,-58.468594
11/18/1922,2137,Ingreso,-34.633299,-58.468594
11/19/1922,2509,Ingreso,-34.633299,-58.468594
11/20/1922,2680,Ingreso,-34.633299,-58.468594
11/21/1922,2687,Ingreso,-34.633299,-58.468594
11/22/1922,2250,Ingreso,-34.633299,-58.468594
11/23/1922,1548,Ingreso,-34.633299,-58.468594
11/24/1922,935,Ingreso,-34.633299,-58.468594
11/25/1922,446,Ingreso,-34.633299,-58.468594
11/26/1922,515,Ingreso,-34.633299,-58.468594
11/27/1922,295,Ingreso,-34.633299,-58.468594
11/28/1922,226,Ingreso,-34.633299,-58.468594
11/29/1922,231,Ingreso,-34.633299,-58.468594
11/30/1922,477,Ingreso,-34.633299,-58.468594
12/1/1922,1524,Ingreso,-34.633299,-58.468594
12/2/1922,3183,Ingreso,-34.633299,-58.468594
12/3/1922,4855,Ingreso,-34.633299,-58.468594
12/4/1922,6124,Ingreso,-34.633299,-58.468594
12/5/1922,5711,Ingreso,-34.633299,-58.468594
12/6/1922,4951,Ingreso,-34.633299,-58.468594
12/7/1922,4811,Ingreso,-34.633299,-58.468594
12/8/1922,4470,Ingreso,-34.633299,-58.468594
12/9/1922,4470,Ingreso,-34.633299,-58.468594
12/10/1922,4424,Ingreso,-34.633299,-58.468594
12/11/1922,4137,Ingreso,-34.633299,-58.468594
12/12/1922,3757,Ingreso,-34.633299,-58.468594
12/13/1922,3664,Ingreso,-34.633299,-58.468594
12/14/1922,2959,Ingreso,-34.633299,-58.468594
12/15/1922,2239,Ingreso,-34.633299,-58.468594
12/16/1922,1732,Ingreso,-34.633299,-58.468594
12/17/1922,1271,Ingreso,-34.633299,-58.468594
12/18/1922,1070,Ingreso,-34.633299,-58.468594
12/19/1922,685,Ingreso,-34.633299,-58.468594
12/20/1922,483,Ingreso,-34.633299,-58.468594
12/21/1922,433,Ingreso,-34.633299,-58.468594
12/22/1922,307,Ingreso,-34.633299,-58.468594
12/23/1922,282,Ingreso,-34.633299,-58.468594
12/24/1922,274,Ingreso,-34.633299,-58.468594
12/25/1922,686,Ingreso,-34.633299,-58.468594
12/26/1922,2459,Ingreso,-34.633299,-58.468594
12/27/1922,4186,Ingreso,-34.633299,-58.468594
12/28/1922,5654,Ingreso,-34.633299,-58.468594
12/29/1922,6464,Ingreso,-34.633299,-58.468594
12/30/1922,6048,Ingreso,-34.633299,-58.468594
12/31/1922,5485,Ingreso,-34.633299,-58.468594
1/1/1923,4909,Ingreso,-34.633299,-58.468594
1/2/1923,4541,Ingreso,-34.633299,-58.468594
1/3/1923,4444,Ingreso,-34.633299,-58.468594
1/4/1923,4176,Ingreso,-34.633299,-58.468594
1/5/1923,3780,Ingreso,-34.633299,-58.468594
1/6/1923,3528,Ingreso,-34.633299,-58.468594
1/7/1923,3391,Ingreso,-34.633299,-58.468594
1/8/1923,2580,Ingreso,-34.633299,-58.468594
1/9/1923,1924,Ingreso,-34.633299,-58.468594
1/10/1923,1406,Ingreso,-34.633299,-58.468594
1/11/1923,1355,Ingreso,-34.633299,-58.468594
1/12/1923,876,Ingreso,-34.633299,-58.468594
1/13/1923,689,Ingreso,-34.633299,-58.468594
1/14/1923,496,Ingreso,-34.633299,-58.468594
1/15/1923,362,Ingreso,-34.633299,-58.468594
1/16/1923,336,Ingreso,-34.633299,-58.468594
1/17/1923,304,Ingreso,-34.633299,-58.468594
1/18/1923,599,Ingreso,-34.633299,-58.468594
1/19/1923,1691,Ingreso,-34.633299,-58.468594
1/20/1923,3174,Ingreso,-34.633299,-58.468594
1/21/1923,4926,Ingreso,-34.633299,-58.468594
1/22/1923,6404,Ingreso,-34.633299,-58.468594
1/23/1923,6570,Ingreso,-34.633299,-58.468594
1/24/1923,6185,Ingreso,-34.633299,-58.468594
1/25/1923,5979,Ingreso,-34.633299,-58.468594
1/26/1923,5697,Ingreso,-34.633299,-58.468594
1/27/1923,5550,Ingreso,-34.633299,-58.468594
1/28/1923,5458,Ingreso,-34.633299,-58.468594
1/29/1923,5282,Ingreso,-34.633299,-58.468594
1/30/1923,4700,Ingreso,-34.633299,-58.468594
1/31/1923,4438,Ingreso,-34.633299,-58.468594
2/1/1923,3746,Ingreso,-34.633299,-58.468594
2/2/1923,2910,Ingreso,-34.633299,-58.468594
2/3/1923,2207,Ingreso,-34.633299,-58.468594
2/4/1923,1220,Ingreso,-34.633299,-58.468594
2/5/1923,879,Ingreso,-34.633299,-58.468594
2/6/1923,638,Ingreso,-34.633299,-58.468594
2/7/1923,450,Ingreso,-34.633299,-58.468594
2/8/1923,343,Ingreso,-34.633299,-58.468594
2/9/1923,245,Ingreso,-34.633299,-58.468594
2/10/1923,244,Ingreso,-34.633299,-58.468594
2/11/1923,523,Ingreso,-34.633299,-58.468594
2/12/1923,1490,Ingreso,-34.633299,-58.468594
2/13/1923,3212,Ingreso,-34.633299,-58.468594
2/14/1923,5048,Ingreso,-34.633299,-58.468594
2/15/1923,6630,Ingreso,-34.633299,-58.468594
2/16/1923,6585,Ingreso,-34.633299,-58.468594
2/17/1923,6038,Ingreso,-34.633299,-58.468594
2/18/1923,5957,Ingreso,-34.633299,-58.468594
2/19/1923,5393,Ingreso,-34.633299,-58.468594
2/20/1923,5339,Ingreso,-34.633299,-58.468594
2/21/1923,5291,Ingreso,-34.633299,-58.468594
2/22/1923,4780,Ingreso,-34.633299,-58.468594
2/23/1923,4521,Ingreso,-34.633299,-58.468594
2/24/1923,4226,Ingreso,-34.633299,-58.468594
2/25/1923,3433,Ingreso,-34.633299,-58.468594
2/26/1923,2612,Ingreso,-34.633299,-58.468594
2/27/1923,1958,Ingreso,-34.633299,-58.468594
2/28/1923,1924,Ingreso,-34.633299,-58.468594
3/1/1923,1818,Ingreso,-34.633299,-58.468594
3/2/1923,1522,Ingreso,-34.633299,-58.468594
3/3/1923,1900,Ingreso,-34.633299,-58.468594
3/4/1923,2209,Ingreso,-34.633299,-58.468594
3/5/1923,2694,Ingreso,-34.633299,-58.468594
3/6/1923,3158,Ingreso,-34.633299,-58.468594
3/7/1923,3824,Ingreso,-34.633299,-58.468594
3/8/1923,2933,Ingreso,-34.633299,-58.468594
3/9/1923,907,Ingreso,-34.633299,-58.468594
3/10/1923,592,Ingreso,-34.633299,-58.468594
3/11/1923,507,Ingreso,-34.633299,-58.468594
3/12/1923,300,Ingreso,-34.633299,-58.468594
3/13/1923,255,Ingreso,-34.633299,-58.468594
3/14/1923,250,Ingreso,-34.633299,-58.468594
3/15/1923,537,Ingreso,-34.633299,-58.468594
3/16/1923,1502,Ingreso,-34.633299,-58.468594
3/17/1923,3312,Ingreso,-34.633299,-58.468594
3/18/1923,5296,Ingreso,-34.633299,-58.468594
3/19/1923,6858,Ingreso,-34.633299,-58.468594
3/20/1923,6724,Ingreso,-34.633299,-58.468594
3/21/1923,6015,Ingreso,-34.633299,-58.468594
3/22/1923,1298,Ingreso,-34.633299,-58.468594
3/23/1923,945,Ingreso,-34.633299,-58.468594
3/24/1923,675,Ingreso,-34.633299,-58.468594
3/25/1923,416,Ingreso,-34.633299,-58.468594
3/26/1923,295,Ingreso,-34.633299,-58.468594
3/27/1923,216,Ingreso,-34.633299,-58.468594
3/28/1923,290,Ingreso,-34.633299,-58.468594
3/29/1923,498,Ingreso,-34.633299,-58.468594
3/30/1923,1542,Ingreso,-34.633299,-58.468594
3/31/1923,3076,Ingreso,-34.633299,-58.468594
4/1/1923,4878,Ingreso,-34.633299,-58.468594
4/2/1923,6315,Ingreso,-34.633299,-58.468594
4/3/1923,6314,Ingreso,-34.633299,-58.468594
4/4/1923,5787,Ingreso,-34.633299,-58.468594
4/5/1923,5555,Ingreso,-34.633299,-58.468594
4/6/1923,5129,Ingreso,-34.633299,-58.468594
4/7/1923,5251,Ingreso,-34.633299,-58.468594
4/8/1923,5058,Ingreso,-34.633299,-58.468594
4/9/1923,4868,Ingreso,-34.633299,-58.468594
4/10/1923,4466,Ingreso,-34.633299,-58.468594
4/11/1923,4198,Ingreso,-34.633299,-58.468594
4/12/1923,3318,Ingreso,-34.633299,-58.468594
4/13/1923,2538,Ingreso,-34.633299,-58.468594
4/14/1923,1843,Ingreso,-34.633299,-58.468594
4/15/1923,1159,Ingreso,-34.633299,-58.468594
4/16/1923,859,Ingreso,-34.633299,-58.468594
4/17/1923,543,Ingreso,-34.633299,-58.468594
4/18/1923,437,Ingreso,-34.633299,-58.468594
4/19/1923,305,Ingreso,-34.633299,-58.468594
4/20/1923,243,Ingreso,-34.633299,-58.468594
4/21/1923,286,Ingreso,-34.633299,-58.468594
4/22/1923,554,Ingreso,-34.633299,-58.468594
4/23/1923,1641,Ingreso,-34.633299,-58.468594
4/24/1923,3167,Ingreso,-34.633299,-58.468594
4/25/1923,846,Ingreso,-34.633299,-58.468594
4/26/1923,699,Ingreso,-34.633299,-58.468594
4/27/1923,491,Ingreso,-34.633299,-58.468594
4/28/1923,317,Ingreso,-34.633299,-58.468594
4/29/1923,224,Ingreso,-34.633299,-58.468594
4/30/1923,218,Ingreso,-34.633299,-58.468594
5/1/1923,467,Ingreso,-34.633299,-58.468594
5/2/1923,1470,Ingreso,-34.633299,-58.468594
5/3/1923,3127,Ingreso,-34.633299,-58.468594
5/4/1923,5116,Ingreso,-34.633299,-58.468594
5/5/1923,6328,Ingreso,-34.633299,-58.468594
5/6/1923,6219,Ingreso,-34.633299,-58.468594
5/7/1923,5762,Ingreso,-34.633299,-58.468594
5/8/1923,5375,Ingreso,-34.633299,-58.468594
5/9/1923,5075,Ingreso,-34.633299,-58.468594
5/10/1923,4981,Ingreso,-34.633299,-58.468594
5/11/1923,5007,Ingreso,-34.633299,-58.468594
5/12/1923,4515,Ingreso,-34.633299,-58.468594
5/13/1923,4181,Ingreso,-34.633299,-58.468594
5/14/1923,4050,Ingreso,-34.633299,-58.468594
5/15/1923,3277,Ingreso,-34.633299,-58.468594
5/16/1923,2503,Ingreso,-34.633299,-58.468594
5/17/1923,2049,Ingreso,-34.633299,-58.468594
5/18/1923,1053,Ingreso,-34.633299,-58.468594
5/19/1923,876,Ingreso,-34.633299,-58.468594
5/20/1923,596,Ingreso,-34.633299,-58.468594
5/21/1923,404,Ingreso,-34.633299,-58.468594
5/22/1923,256,Ingreso,-34.633299,-58.468594
5/23/1923,200,Ingreso,-34.633299,-58.468594
5/24/1923,237,Ingreso,-34.633299,-58.468594
5/25/1923,474,Ingreso,-34.633299,-58.468594
5/26/1923,1494,Ingreso,-34.633299,-58.468594
5/27/1923,3189,Ingreso,-34.633299,-58.468594
5/28/1923,4673,Ingreso,-34.633299,-58.468594
5/29/1923,6340,Ingreso,-34.633299,-58.468594
5/30/1923,6797,Ingreso,-34.633299,-58.468594
5/31/1923,5596,Ingreso,-34.633299,-58.468594
6/1/1923,5247,Ingreso,-34.633299,-58.468594
6/2/1923,4905,Ingreso,-34.633299,-58.468594
6/3/1923,4928,Ingreso,-34.633299,-58.468594
6/4/1923,4937,Ingreso,-34.633299,-58.468594
6/5/1923,4338,Ingreso,-34.633299,-58.468594
6/6/1923,4111,Ingreso,-34.633299,-58.468594
6/7/1923,3825,Ingreso,-34.633299,-58.468594
6/8/1923,3167,Ingreso,-34.633299,-58.468594
6/9/1923,2430,Ingreso,-34.633299,-58.468594
6/10/1923,1852,Ingreso,-34.633299,-58.468594
6/11/1923,1265,Ingreso,-34.633299,-58.468594
6/12/1923,4873,Ingreso,-34.633299,-58.468594
6/13/1923,6252,Ingreso,-34.633299,-58.468594
6/14/1923,6225,Ingreso,-34.633299,-58.468594
6/15/1923,5731,Ingreso,-34.633299,-58.468594
6/16/1923,5430,Ingreso,-34.633299,-58.468594
6/17/1923,5091,Ingreso,-34.633299,-58.468594
6/18/1923,5369,Ingreso,-34.633299,-58.468594
6/19/1923,4946,Ingreso,-34.633299,-58.468594
6/20/1923,4676,Ingreso,-34.633299,-58.468594
6/21/1923,4305,Ingreso,-34.633299,-58.468594
6/22/1923,3988,Ingreso,-34.633299,-58.468594
6/23/1923,3285,Ingreso,-34.633299,-58.468594
6/24/1923,2399,Ingreso,-34.633299,-58.468594
6/25/1923,1810,Ingreso,-34.633299,-58.468594
6/26/1923,1792,Ingreso,-34.633299,-58.468594
6/27/1923,1269,Ingreso,-34.633299,-58.468594
6/28/1923,881,Ingreso,-34.633299,-58.468594
6/29/1923,513,Ingreso,-34.633299,-58.468594
6/30/1923,316,Ingreso,-34.633299,-58.468594
7/1/1923,255,Ingreso,-34.633299,-58.468594
7/2/1923,228,Ingreso,-34.633299,-58.468594
7/3/1923,514,Ingreso,-34.633299,-58.468594
7/4/1923,1559,Ingreso,-34.633299,-58.468594
7/5/1923,3202,Ingreso,-34.633299,-58.468594
7/6/1923,4810,Ingreso,-34.633299,-58.468594
7/7/1923,6056,Ingreso,-34.633299,-58.468594
7/8/1923,5810,Ingreso,-34.633299,-58.468594
7/9/1923,5199,Ingreso,-34.633299,-58.468594
7/10/1923,5060,Ingreso,-34.633299,-58.468594
7/11/1923,4634,Ingreso,-34.633299,-58.468594
7/12/1923,4668,Ingreso,-34.633299,-58.468594
7/13/1923,4519,Ingreso,-34.633299,-58.468594
7/14/1923,4187,Ingreso,-34.633299,-58.468594
7/15/1923,3824,Ingreso,-34.633299,-58.468594
7/16/1923,3641,Ingreso,-34.633299,-58.468594
7/17/1923,3022,Ingreso,-34.633299,-58.468594
7/18/1923,2259,Ingreso,-34.633299,-58.468594
7/19/1923,1735,Ingreso,-34.633299,-58.468594
7/20/1923,1142,Ingreso,-34.633299,-58.468594
7/21/1923,814,Ingreso,-34.633299,-58.468594
7/22/1923,573,Ingreso,-34.633299,-58.468594
7/23/1923,405,Ingreso,-34.633299,-58.468594
7/24/1923,277,Ingreso,-34.633299,-58.468594
7/25/1923,201,Ingreso,-34.633299,-58.468594
7/26/1923,262,Ingreso,-34.633299,-58.468594
7/27/1923,478,Ingreso,-34.633299,-58.468594
7/28/1923,1511,Ingreso,-34.633299,-58.468594
7/29/1923,3065,Ingreso,-34.633299,-58.468594
7/30/1923,4743,Ingreso,-34.633299,-58.468594
7/31/1923,5951,Ingreso,-34.633299,-58.468594
8/1/1923,6002,Ingreso,-34.633299,-58.468594
8/2/1923,5637,Ingreso,-34.633299,-58.468594
8/3/1923,5230,Ingreso,-34.633299,-58.468594
8/4/1923,5113,Ingreso,-34.633299,-58.468594
8/5/1923,5160,Ingreso,-34.633299,-58.468594
8/6/1923,4791,Ingreso,-34.633299,-58.468594
8/7/1923,4352,Ingreso,-34.633299,-58.468594
8/8/1923,4296,Ingreso,-34.633299,-58.468594
8/9/1923,3923,Ingreso,-34.633299,-58.468594
8/10/1923,3236,Ingreso,-34.633299,-58.468594
8/11/1923,2418,Ingreso,-34.633299,-58.468594
8/12/1923,1976,Ingreso,-34.633299,-58.468594
8/13/1923,1107,Ingreso,-34.633299,-58.468594
8/14/1923,746,Ingreso,-34.633299,-58.468594
8/15/1923,572,Ingreso,-34.633299,-58.468594
8/16/1923,415,Ingreso,-34.633299,-58.468594
8/17/1923,356,Ingreso,-34.633299,-58.468594
8/18/1923,247,Ingreso,-34.633299,-58.468594
8/19/1923,189,Ingreso,-34.633299,-58.468594
8/20/1923,168,Ingreso,-34.633299,-58.468594
8/21/1923,522,Ingreso,-34.633299,-58.468594
8/22/1923,547,Ingreso,-34.633299,-58.468594
8/23/1923,535,Ingreso,-34.633299,-58.468594
8/24/1923,661,Ingreso,-34.633299,-58.468594
8/25/1923,816,Ingreso,-34.633299,-58.468594
8/26/1923,1124,Ingreso,-34.633299,-58.468594
8/27/1923,1338,Ingreso,-34.633299,-58.468594
8/28/1923,1548,Ingreso,-34.633299,-58.468594
8/29/1923,1471,Ingreso,-34.633299,-58.468594
8/30/1923,1407,Ingreso,-34.633299,-58.468594
8/31/1923,1638,Ingreso,-34.633299,-58.468594
9/1/1923,1898,Ingreso,-34.633299,-58.468594
9/2/1923,2245,Ingreso,-34.633299,-58.468594
9/3/1923,2595,Ingreso,-34.633299,-58.468594
9/4/1923,2723,Ingreso,-34.633299,-58.468594
9/5/1923,2063,Ingreso,-34.633299,-58.468594
9/6/1923,5755,Ingreso,-34.633299,-58.468594
9/7/1923,5299,Ingreso,-34.633299,-58.468594
9/8/1923,5429,Ingreso,-34.633299,-58.468594
9/9/1923,5079,Ingreso,-34.633299,-58.468594
9/10/1923,4856,Ingreso,-34.633299,-58.468594
9/11/1923,4566,Ingreso,-34.633299,-58.468594
9/12/1923,4401,Ingreso,-34.633299,-58.468594
9/13/1923,3702,Ingreso,-34.633299,-58.468594
9/14/1923,2849,Ingreso,-34.633299,-58.468594
9/15/1923,2323,Ingreso,-34.633299,-58.468594
9/16/1923,444,Ingreso,-34.633299,-58.468594
9/17/1923,1473,Ingreso,-34.633299,-58.468594
9/18/1923,1033,Ingreso,-34.633299,-58.468594
9/19/1923,768,Ingreso,-34.633299,-58.468594
9/20/1923,449,Ingreso,-34.633299,-58.468594
9/21/1923,291,Ingreso,-34.633299,-58.468594
9/22/1923,212,Ingreso,-34.633299,-58.468594
9/23/1923,266,Ingreso,-34.633299,-58.468594
9/24/1923,508,Ingreso,-34.633299,-58.468594
9/25/1923,1567,Ingreso,-34.633299,-58.468594
9/26/1923,3015,Ingreso,-34.633299,-58.468594
9/27/1923,4597,Ingreso,-34.633299,-58.468594
9/28/1923,5598,Ingreso,-34.633299,-58.468594
9/29/1923,5533,Ingreso,-34.633299,-58.468594
9/30/1923,4879,Ingreso,-34.633299,-58.468594
10/1/1923,4755,Ingreso,-34.633299,-58.468594
10/2/1923,4535,Ingreso,-34.633299,-58.468594
10/3/1923,4587,Ingreso,-34.633299,-58.468594
10/4/1923,4313,Ingreso,-34.633299,-58.468594
10/5/1923,4078,Ingreso,-34.633299,-58.468594
10/6/1923,3673,Ingreso,-34.633299,-58.468594
10/7/1923,3580,Ingreso,-34.633299,-58.468594
10/8/1923,2876,Ingreso,-34.633299,-58.468594
10/9/1923,2109,Ingreso,-34.633299,-58.468594
