indice_tiempo,trigo,maiz,arroz,cebada,poroto_soja,harina_soja
11/1/2009,173.3951127,171.6064605,566.25,155.2591888,370.7071893,337.6324427
12/1/2009,168.4537362,164.5838303,606,150.7680475,379.2993695,345.5846167
1/1/2010,166.4671818,167.2113102,598,146.595328,358.970478,325.8490249
2/1/2010,161.5251587,161.6283909,584.75,137.3015698,344.6617076,303.6635594
3/1/2010,156.3123507,159.0133525,540.125,147.0638542,348.9517238,292.6013483
4/1/2010,158.0562225,157.6603248,502.2272727,151.7050814,357.6456788,308.0487692
5/1/2010,158.680149,163.7717714,472.4761905,142.9458539,349.0578013,305.7370649
6/1/2010,149.1959883,152.8739339,458.5454545,145.9692627,348.5139945,314.3190595
7/1/2010,182.6510173,163.9217456,470.6818182,156.3556961,370.9757683,335.09214
8/1/2010,219.8189858,175.6001304,486.8636364,161.0305439,379.4622109,339.1360955
9/1/2010,239.1845683,205.8395204,519.9545455,168.2031455,390.2312167,334.058067
10/1/2010,234.4683358,235.703123,533.125,174.6089484,427.1761323,353.7474467
11/1/2010,241.7482742,238.2367488,543.1363636,179.1156863,459.961136,376.0403807
12/1/2010,265.8963426,250.6255509,536.7826087,189.5987153,483.755863,387.50752
1/1/2011,297.1096386,265.285524,528.3809524,195.1248249,511.104867,412.0715255
2/1/2011,311.0259524,293.396797,532.8,196.3739877,512.0524677,410.1584352
3/1/2011,288.5895507,290.3619761,508.9565217,202.5260461,498.7398132,393.9277209
4/1/2011,308.8488902,318.6955367,500.5714286,208.6995427,501.4688317,388.2230203
5/1/2011,300.7135083,308.4678536,500.5454545,208.7164376,498.7651077,388.2550398
6/1/2011,285.2728175,310.4626589,518.0909091,210.1664087,499.7727759,391.5359668
7/1/2011,271.4622093,300.7977623,546.1904762,215.459526,501.8270827,389.2867507
8/1/2011,290.2909422,310.2429243,577.3043478,206.6597612,501.4237008,393.7983192
9/1/2011,275.6443067,296.2144969,615.5454545,210.6331666,490.9089548,381.8458869
10/1/2011,251.5891348,274.7760756,602.1428571,208.6773366,446.016027,347.453774
11/1/2011,241.2973292,274.2291387,609.0909091,211.3728304,428.8252245,329.092417
12/1/2011,238.0245978,258.4382667,580.9090909,212.2209736,420.0461048,320.6833565
1/1/2012,241.0734473,272.8463301,541.0588235,210.4730445,441.7327614,347.6028485
2/1/2012,244.9577778,279.4601901,547.4761905,213.4641474,461.5559875,364.4902578
3/1/2012,243.4935983,280.6609207,577.0454545,222.6837629,496.2904752,405.2346901
4/1/2012,228.5631037,274.2094546,585.952381,237.2743899,529.4216014,440.6158768
5/1/2012,231.1416266,268.786483,612.4347826,236.9847389,520.9254559,459.4183015
6/1/2012,241.9133025,267.2258145,606.1428571,234.7001708,522.3291925,464.0153214
7/1/2012,309.7324083,332.9472989,578.3636364,242.5290771,609.4467555,552.5361687
8/1/2012,315.3804763,332.169308,582.8695652,258.6434623,622.9135498,585.7538522
9/1/2012,316.5650602,320.7239321,590.5,254.6795396,615.1813973,559.5564275
10/1/2012,318.3838717,321.6331307,584.7391304,250.0366578,565.5254818,519.9075257
11/1/2012,319.3986967,321.5398902,590.7272727,249.0636042,533.028608,490.5967713
12/1/2012,302.8548378,308.7193204,565.5238095,248.2165911,534.7907746,489.6852648
1/1/2013,288.0703467,303.2852241,573.3913043,236.9567112,526.047305,456.8135542
2/1/2013,279.0222188,302.5042007,574.0666667,240.5102631,536.3758301,469.1552968
3/1/2013,263.2132562,309.4911446,564.5238095,240.7803728,536.0813971,467.9531973
4/1/2013,264.0366483,280.2706055,553.7272727,232.4245688,517.7897151,446.360923
5/1/2013,277.0632222,295.2929228,552.0869565,231.4251918,542.1992231,476.7446311
6/1/2013,266.7976009,297.0577819,546.25,230.5894731,560.1577065,503.5633642
7/1/2013,257.3559817,278.9282719,538.2608696,222.1194589,548.3496175,528.3378109
8/1/2013,258.792325,234.8895558,503.8235294,194.7414333,498.0483272,470.9875597
9/1/2013,259.7436042,207.4065159,470,174.8167427,503.2371222,490.192328
10/1/2013,271.987257,201.7263089,453.2608696,159.2758072,472.8275169,460.8284321
11/1/2013,259.0970469,199.1358239,448.8095238,156.3355532,476.6622412,461.6534882
12/1/2013,243.8359825,197.4972083,447.5454545,156.3484771,488.6693387,495.0007674
1/1/2014,228.2140786,198.7157483,441.0434783,162.5507862,476.1021185,473.7471555
2/1/2014,242.7611511,209.3249394,447,163.3255983,496.7989975,499.3586267
3/1/2014,275.5713761,222.3319902,434.1428571,162.1533004,522.0011237,506.6905164
4/1/2014,273.4655743,222.3601103,409.9411765,163.4049312,547.1880552,533.6341543
5/1/2014,287.8516344,216.9235474,403.5909091,173.8852271,546.0332532,542.778089
6/1/2014,261.5877863,202.5588359,414.6666667,163.3343468,528.0025948,519.2726126
7/1/2014,238.5332033,182.2256219,428,141.6827799,463.2336715,451.0206935
8/1/2014,229.1028856,176.4258403,440.3809524,129.6307812,432.9851363,447.8218433
9/1/2014,211.1579787,163.0593942,436.5,127.2040687,368.8498828,409.1044709
10/1/2014,212.7809761,163.3065107,432.6956522,117.5597639,354.4409131,378.8212633
11/1/2014,215.9496736,178.668009,419,121.5526423,379.3448596,423.2527332
12/1/2014,232.9708222,178.6707659,410.7391304,126.7856194,378.7816174,418.0866379
1/1/2015,210.6080167,174.7062929,409.6818182,133.0496521,367.4921156,379.0407671
2/1/2015,201.7140276,173.6967055,409.5,129.8429321,364.7392389,374.2520947
3/1/2015,202.6789004,174.2267165,400.7272727,133.8429812,359.5955604,364.8600331
4/1/2015,195.8962343,172.0531565,392.4090909,131.0454521,356.9256773,349.7108876
5/1/2015,193.1522698,166.2962582,382.4285714,128.7996744,351.9495305,340.4708943
6/1/2015,199.8229154,166.7199138,370.5454545,124.4482937,354.8230548,353.9020566
7/1/2015,199.1966029,179.599583,387.7391304,134.6535567,372.3472945,394.6424805
8/1/2015,173.4694749,162.7406991,375.5714286,126.3719679,347.0223752,370.4080948
9/1/2015,163.8266483,166.0073236,358.7727273,122.7154958,323.554524,342.955294
10/1/2015,165.3882542,171.3904156,360.4545455,123.5505792,327.4197704,338.2141624
11/1/2015,157.7415279,166.0302637,358.3809524,124.4691708,319.0822908,320.3426898
12/1/2015,163.793245,163.9507179,354.3478261,121.5935795,323.3153321,303.8621336
1/1/2016,164.6,161,359.5,118,323.2,297.2
2/1/2016,159.3,159.7,373.2,120.1,320.1,291.4
3/1/2016,164,159.1,370.5,121.1,326.9,296.2
4/1/2016,163.4,164.4,376,129.1,353.8,327.7
5/1/2016,157.5,168.9,408.8,135.1,388.5,407.5
6/1/2016,156.6,179.9,420.7,148.1,421.2,443.4
7/1/2016,133.6,161.8,456.2,140.2,390.4,403.3
8/1/2016,127.9,150.2,414.2,128.1,370.3,364.5
9/1/2016,123.2,148.4,384,125.1,355.9,342.2
10/1/2016,122.5,152.6,367.7,128.1,358.4,337.1
11/1/2016,122.5,151.3,360.8,131.5,368.4,345.7
12/1/2016,122.8,152.7,367.5,128.1,375.3,345.8
1/1/2017,137.1,160,372.5,132.1,379.6,364.7
2/1/2017,147.3,162.9,368.5,136.2,380.9,371.4
3/1/2017,146.4,159,367.8,137.3,366.1,356.9
4/1/2017,138.4,156.4,374.5,138.8,347.9,342.6
5/1/2017,146.5,158.6,402.9,142.1,350.2,341
6/1/2017,157.2,158,444.7,140.8,339.7,330.4
